,condition,correct,correct_response,exp_stage,experiment_exp_id,key_press,possible_responses,rt,stim_color,stim_word,text,time_elapsed,trial_id,trial_num,trial_type,worker_id
64,incongruent,1.0,89.0,test,stroop,89,"89,71,82",1148,red,green,,51257,stim,21.0,poldrack-single-stim,s499
65,congruent,0.0,89.0,test,stroop,-1,"89,71,82",-1,red,red,,54214,stim,22.0,poldrack-single-stim,s499
66,incongruent,1.0,71.0,test,stroop,71,"89,71,82",910,blue,red,,56217,stim,23.0,poldrack-single-stim,s499
67,incongruent,0.0,71.0,test,stroop,-1,"89,71,82",-1,blue,red,,58492,stim,24.0,poldrack-single-stim,s499
68,incongruent,1.0,71.0,test,stroop,71,"89,71,82",1502,blue,green,,60494,stim,25.0,poldrack-single-stim,s499
69,congruent,1.0,89.0,test,stroop,89,"89,71,82",1243,red,red,,62498,stim,26.0,poldrack-single-stim,s499
70,congruent,1.0,82.0,test,stroop,82,"89,71,82",1071,green,green,,64501,stim,27.0,poldrack-single-stim,s499
71,incongruent,0.0,82.0,test,stroop,-1,"89,71,82",-1,green,red,,66504,stim,28.0,poldrack-single-stim,s499
72,congruent,0.0,82.0,test,stroop,-1,"89,71,82",-1,green,green,,68643,stim,29.0,poldrack-single-stim,s499
73,congruent,1.0,71.0,test,stroop,71,"89,71,82",760,blue,blue,,70647,stim,30.0,poldrack-single-stim,s499
74,incongruent,1.0,82.0,test,stroop,82,"89,71,82",972,green,blue,,72651,stim,31.0,poldrack-single-stim,s499
75,congruent,0.0,82.0,test,stroop,-1,"89,71,82",-1,green,green,,74791,stim,32.0,poldrack-single-stim,s499
76,incongruent,1.0,71.0,test,stroop,71,"89,71,82",1975,blue,red,,76795,stim,33.0,poldrack-single-stim,s499
77,incongruent,0.0,71.0,test,stroop,82,"89,71,82",849,blue,green,,78799,stim,34.0,poldrack-single-stim,s499
78,incongruent,1.0,71.0,test,stroop,71,"89,71,82",737,blue,green,,80940,stim,35.0,poldrack-single-stim,s499
79,congruent,1.0,71.0,test,stroop,71,"89,71,82",562,blue,blue,,83079,stim,36.0,poldrack-single-stim,s499
80,congruent,1.0,82.0,test,stroop,82,"89,71,82",780,green,green,,85354,stim,37.0,poldrack-single-stim,s499
81,incongruent,1.0,82.0,test,stroop,82,"89,71,82",891,green,blue,,88037,stim,38.0,poldrack-single-stim,s499
82,congruent,0.0,89.0,test,stroop,-1,"89,71,82",-1,red,red,,90042,stim,39.0,poldrack-single-stim,s499
83,congruent,1.0,71.0,test,stroop,71,"89,71,82",739,blue,blue,,92045,stim,40.0,poldrack-single-stim,s499
84,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1109,green,blue,,94322,stim,41.0,poldrack-single-stim,s499
85,incongruent,0.0,89.0,test,stroop,-1,"89,71,82",-1,red,green,,96326,stim,42.0,poldrack-single-stim,s499
86,congruent,0.0,71.0,test,stroop,-1,"89,71,82",-1,blue,blue,,98329,stim,43.0,poldrack-single-stim,s499
87,incongruent,1.0,89.0,test,stroop,89,"89,71,82",1545,red,blue,,100333,stim,44.0,poldrack-single-stim,s499
88,incongruent,1.0,71.0,test,stroop,71,"89,71,82",919,blue,red,,102336,stim,45.0,poldrack-single-stim,s499
89,incongruent,1.0,82.0,test,stroop,82,"89,71,82",872,green,red,,104339,stim,46.0,poldrack-single-stim,s499
90,incongruent,1.0,71.0,test,stroop,71,"89,71,82",802,blue,red,,106343,stim,47.0,poldrack-single-stim,s499
91,congruent,1.0,89.0,test,stroop,89,"89,71,82",1419,red,red,,108618,stim,48.0,poldrack-single-stim,s499
92,incongruent,1.0,89.0,test,stroop,89,"89,71,82",1076,red,green,,110621,stim,49.0,poldrack-single-stim,s499
93,congruent,1.0,89.0,test,stroop,89,"89,71,82",1312,red,red,,113034,stim,50.0,poldrack-single-stim,s499
94,congruent,1.0,71.0,test,stroop,71,"89,71,82",745,blue,blue,,115037,stim,51.0,poldrack-single-stim,s499
95,congruent,1.0,71.0,test,stroop,71,"89,71,82",795,blue,blue,,117177,stim,52.0,poldrack-single-stim,s499
96,congruent,1.0,89.0,test,stroop,89,"89,71,82",1927,red,red,,119179,stim,53.0,poldrack-single-stim,s499
97,congruent,1.0,89.0,test,stroop,89,"89,71,82",672,red,red,,121184,stim,54.0,poldrack-single-stim,s499
98,incongruent,1.0,89.0,test,stroop,89,"89,71,82",1050,red,blue,,123189,stim,55.0,poldrack-single-stim,s499
99,congruent,1.0,71.0,test,stroop,71,"89,71,82",676,blue,blue,,125465,stim,56.0,poldrack-single-stim,s499
100,incongruent,0.0,82.0,test,stroop,71,"89,71,82",647,green,blue,,127468,stim,57.0,poldrack-single-stim,s499
101,incongruent,1.0,82.0,test,stroop,82,"89,71,82",904,green,red,,129745,stim,58.0,poldrack-single-stim,s499
102,incongruent,1.0,82.0,test,stroop,82,"89,71,82",802,green,red,,132020,stim,59.0,poldrack-single-stim,s499
103,incongruent,0.0,82.0,test,stroop,-1,"89,71,82",-1,green,red,,134025,stim,60.0,poldrack-single-stim,s499
104,congruent,1.0,71.0,test,stroop,71,"89,71,82",824,blue,blue,,136708,stim,61.0,poldrack-single-stim,s499
105,incongruent,0.0,89.0,test,stroop,-1,"89,71,82",-1,red,blue,,138713,stim,62.0,poldrack-single-stim,s499
106,congruent,0.0,82.0,test,stroop,89,"89,71,82",90,green,green,,140988,stim,63.0,poldrack-single-stim,s499
107,congruent,1.0,71.0,test,stroop,71,"89,71,82",916,blue,blue,,142991,stim,64.0,poldrack-single-stim,s499
108,congruent,1.0,82.0,test,stroop,82,"89,71,82",1184,green,green,,144994,stim,65.0,poldrack-single-stim,s499
109,incongruent,0.0,82.0,test,stroop,-1,"89,71,82",-1,green,red,,147269,stim,66.0,poldrack-single-stim,s499
110,congruent,0.0,82.0,test,stroop,-1,"89,71,82",-1,green,green,,149408,stim,67.0,poldrack-single-stim,s499
111,congruent,0.0,82.0,test,stroop,-1,"89,71,82",-1,green,green,,151956,stim,68.0,poldrack-single-stim,s499
112,incongruent,0.0,89.0,test,stroop,-1,"89,71,82",-1,red,blue,,154368,stim,69.0,poldrack-single-stim,s499
113,incongruent,1.0,82.0,test,stroop,82,"89,71,82",874,green,red,,156371,stim,70.0,poldrack-single-stim,s499
114,incongruent,1.0,82.0,test,stroop,82,"89,71,82",637,green,red,,158374,stim,71.0,poldrack-single-stim,s499
115,incongruent,1.0,89.0,test,stroop,89,"89,71,82",940,red,green,,160377,stim,72.0,poldrack-single-stim,s499
116,congruent,1.0,89.0,test,stroop,89,"89,71,82",725,red,red,,162925,stim,73.0,poldrack-single-stim,s499
117,congruent,1.0,89.0,test,stroop,89,"89,71,82",874,red,red,,165063,stim,74.0,poldrack-single-stim,s499
118,congruent,1.0,89.0,test,stroop,89,"89,71,82",1102,red,red,,167067,stim,75.0,poldrack-single-stim,s499
119,congruent,1.0,71.0,test,stroop,71,"89,71,82",1622,blue,blue,,169071,stim,76.0,poldrack-single-stim,s499
120,congruent,1.0,82.0,test,stroop,82,"89,71,82",959,green,green,,171347,stim,77.0,poldrack-single-stim,s499
121,incongruent,0.0,71.0,test,stroop,-1,"89,71,82",-1,blue,green,,173350,stim,78.0,poldrack-single-stim,s499
122,congruent,0.0,82.0,test,stroop,71,"89,71,82",145,green,green,,175353,stim,79.0,poldrack-single-stim,s499
123,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1581,green,blue,,177492,stim,80.0,poldrack-single-stim,s499
124,incongruent,0.0,89.0,test,stroop,-1,"89,71,82",-1,red,green,,179497,stim,81.0,poldrack-single-stim,s499
125,incongruent,1.0,89.0,test,stroop,89,"89,71,82",759,red,blue,,181772,stim,82.0,poldrack-single-stim,s499
126,congruent,1.0,71.0,test,stroop,71,"89,71,82",1202,blue,blue,,183912,stim,83.0,poldrack-single-stim,s499
127,incongruent,0.0,89.0,test,stroop,-1,"89,71,82",-1,red,green,,186324,stim,84.0,poldrack-single-stim,s499
128,congruent,0.0,89.0,test,stroop,-1,"89,71,82",-1,red,red,,188327,stim,85.0,poldrack-single-stim,s499
129,congruent,1.0,71.0,test,stroop,71,"89,71,82",1582,blue,blue,,190330,stim,86.0,poldrack-single-stim,s499
130,incongruent,1.0,89.0,test,stroop,89,"89,71,82",726,red,blue,,193149,stim,87.0,poldrack-single-stim,s499
131,incongruent,1.0,82.0,test,stroop,82,"89,71,82",1073,green,blue,,195153,stim,88.0,poldrack-single-stim,s499
132,incongruent,0.0,82.0,test,stroop,-1,"89,71,82",-1,green,blue,,197160,stim,89.0,poldrack-single-stim,s499
133,congruent,1.0,82.0,test,stroop,82,"89,71,82",701,green,green,,199300,stim,90.0,poldrack-single-stim,s499
134,congruent,0.0,71.0,test,stroop,-1,"89,71,82",-1,blue,blue,,201304,stim,91.0,poldrack-single-stim,s499
135,incongruent,0.0,71.0,test,stroop,-1,"89,71,82",-1,blue,red,,203307,stim,92.0,poldrack-single-stim,s499
136,congruent,0.0,71.0,test,stroop,-1,"89,71,82",-1,blue,blue,,205310,stim,93.0,poldrack-single-stim,s499
137,incongruent,1.0,71.0,test,stroop,71,"89,71,82",1018,blue,green,,207313,stim,94.0,poldrack-single-stim,s499
138,congruent,1.0,82.0,test,stroop,82,"89,71,82",809,green,green,,209317,stim,95.0,poldrack-single-stim,s499
5,incongruent,1.0,71.0,practice,stroop,71,"89,71,82",1210,blue,red,,-53211,stim,1.0,poldrack-categorize,512
7,congruent,1.0,82.0,practice,stroop,82,"89,71,82",570,green,green,,-50956,stim,2.0,poldrack-categorize,512
9,incongruent,1.0,89.0,practice,stroop,89,"89,71,82",288,red,green,,-48702,stim,3.0,poldrack-categorize,512
11,incongruent,1.0,71.0,practice,stroop,71,"89,71,82",651,blue,green,,-46448,stim,4.0,poldrack-categorize,512
13,incongruent,1.0,82.0,practice,stroop,82,"89,71,82",341,green,red,,-44191,stim,5.0,poldrack-categorize,512
15,incongruent,1.0,89.0,practice,stroop,89,"89,71,82",633,red,blue,,-41936,stim,6.0,poldrack-categorize,512
17,incongruent,1.0,82.0,practice,stroop,82,"89,71,82",450,green,blue,,-39681,stim,7.0,poldrack-categorize,512
19,congruent,1.0,89.0,practice,stroop,89,"89,71,82",475,red,red,,-37427,stim,8.0,poldrack-categorize,512
21,congruent,1.0,71.0,practice,stroop,71,"89,71,82",405,blue,blue,,-35173,stim,9.0,poldrack-categorize,512
43,incongruent,1.0,71.0,test,stroop,71,"89,71,82",791,blue,green,,5508,stim,0.0,poldrack-single-stim,512
44,congruent,1.0,89.0,test,stroop,89,"89,71,82",405,red,red,,7510,stim,1.0,poldrack-single-stim,512
45,incongruent,1.0,82.0,test,stroop,82,"89,71,82",378,green,red,,9785,stim,2.0,poldrack-single-stim,512
46,incongruent,1.0,89.0,test,stroop,89,"89,71,82",514,red,green,,11786,stim,3.0,poldrack-single-stim,512
47,congruent,1.0,82.0,test,stroop,82,"89,71,82",485,green,green,,13924,stim,4.0,poldrack-single-stim,512
48,congruent,1.0,89.0,test,stroop,89,"89,71,82",453,red,red,,15926,stim,5.0,poldrack-single-stim,512
49,congruent,1.0,71.0,test,stroop,71,"89,71,82",362,blue,blue,,18065,stim,6.0,poldrack-single-stim,512
50,congruent,0.0,71.0,test,stroop,89,"89,71,82",456,blue,blue,,20068,stim,7.0,poldrack-single-stim,512
51,congruent,1.0,82.0,test,stroop,82,"89,71,82",791,green,green,,22069,stim,8.0,poldrack-single-stim,512
52,incongruent,1.0,89.0,test,stroop,89,"89,71,82",396,red,blue,,24070,stim,9.0,poldrack-single-stim,512
53,incongruent,1.0,82.0,test,stroop,82,"89,71,82",467,green,blue,,26345,stim,10.0,poldrack-single-stim,512
54,incongruent,1.0,71.0,test,stroop,71,"89,71,82",320,blue,green,,28346,stim,11.0,poldrack-single-stim,512
55,incongruent,1.0,71.0,test,stroop,71,"89,71,82",457,blue,red,,30484,stim,12.0,poldrack-single-stim,512
56,congruent,1.0,89.0,test,stroop,89,"89,71,82",336,red,red,,32895,stim,13.0,poldrack-single-stim,512
57,incongruent,1.0,89.0,test,stroop,89,"89,71,82",583,red,green,,35168,stim,14.0,poldrack-single-stim,512
58,congruent,1.0,89.0,test,stroop,89,"89,71,82",499,red,red,,37850,stim,15.0,poldrack-single-stim,512
59,congruent,1.0,89.0,test,stroop,89,"89,71,82",501,red,red,,39852,stim,16.0,poldrack-single-stim,512
60,congruent,1.0,89.0,test,stroop,89,"89,71,82",561,red,red,,42262,stim,17.0,poldrack-single-stim,512
61,congruent,1.0,89.0,test,stroop,89,"89,71,82",457,red,red,,44400,stim,18.0,poldrack-single-stim,512
62,incongruent,1.0,89.0,test,stroop,89,"89,71,82",467,red,green,,47082,stim,19.0,poldrack-single-stim,512
63,incongruent,1.0,82.0,test,stroop,82,"89,71,82",533,green,red,,49084,stim,20.0,poldrack-single-stim,512
64,incongruent,1.0,82.0,test,stroop,82,"89,71,82",515,green,red,,51222,stim,21.0,poldrack-single-stim,512
65,congruent,1.0,82.0,test,stroop,82,"89,71,82",483,green,green,,54176,stim,22.0,poldrack-single-stim,512
66,incongruent,0.0,71.0,test,stroop,-1,"89,71,82",-1,blue,red,,56178,stim,23.0,poldrack-single-stim,512
67,incongruent,1.0,89.0,test,stroop,89,"89,71,82",454,red,green,,58451,stim,24.0,poldrack-single-stim,512
68,incongruent,1.0,89.0,test,stroop,89,"89,71,82",559,red,green,,60454,stim,25.0,poldrack-single-stim,512
69,congruent,1.0,89.0,test,stroop,89,"89,71,82",388,red,red,,62457,stim,26.0,poldrack-single-stim,512
70,congruent,1.0,71.0,test,stroop,71,"89,71,82",366,blue,blue,,64459,stim,27.0,poldrack-single-stim,512
71,incongruent,1.0,89.0,test,stroop,89,"89,71,82",551,red,blue,,66461,stim,28.0,poldrack-single-stim,512
72,congruent,0.0,82.0,test,stroop,71,"89,71,82",283,green,green,,68599,stim,29.0,poldrack-single-stim,512
73,congruent,1.0,71.0,test,stroop,71,"89,71,82",574,blue,blue,,70601,stim,30.0,poldrack-single-stim,512
74,incongruent,1.0,82.0,test,stroop,82,"89,71,82",478,green,blue,,72602,stim,31.0,poldrack-single-stim,512
75,congruent,1.0,71.0,test,stroop,71,"89,71,82",623,blue,blue,,74740,stim,32.0,poldrack-single-stim,512
76,incongruent,1.0,82.0,test,stroop,82,"89,71,82",564,green,blue,,76741,stim,33.0,poldrack-single-stim,512
77,incongruent,1.0,89.0,test,stroop,89,"89,71,82",597,red,blue,,78743,stim,34.0,poldrack-single-stim,512
78,incongruent,1.0,82.0,test,stroop,82,"89,71,82",540,green,red,,80881,stim,35.0,poldrack-single-stim,512
79,congruent,1.0,71.0,test,stroop,71,"89,71,82",376,blue,blue,,83019,stim,36.0,poldrack-single-stim,512
80,congruent,1.0,89.0,test,stroop,89,"89,71,82",342,red,red,,85292,stim,37.0,poldrack-single-stim,512
81,incongruent,1.0,82.0,test,stroop,82,"89,71,82",579,green,blue,,87975,stim,38.0,poldrack-single-stim,512
82,congruent,1.0,82.0,test,stroop,82,"89,71,82",545,green,green,,89977,stim,39.0,poldrack-single-stim,512
83,congruent,1.0,82.0,test,stroop,82,"89,71,82",701,green,green,,91979,stim,40.0,poldrack-single-stim,512
84,incongruent,1.0,82.0,test,stroop,82,"89,71,82",481,green,blue,,94254,stim,41.0,poldrack-single-stim,512
85,incongruent,1.0,82.0,test,stroop,82,"89,71,82",345,green,blue,,96255,stim,42.0,poldrack-single-stim,512
86,congruent,1.0,89.0,test,stroop,89,"89,71,82",494,red,red,,98256,stim,43.0,poldrack-single-stim,512
87,incongruent,1.0,71.0,test,stroop,71,"89,71,82",420,blue,red,,100259,stim,44.0,poldrack-single-stim,512
88,incongruent,1.0,89.0,test,stroop,89,"89,71,82",851,red,green,,102260,stim,45.0,poldrack-single-stim,512
89,incongruent,1.0,71.0,test,stroop,71,"89,71,82",800,blue,red,,104262,stim,46.0,poldrack-single-stim,512
90,incongruent,1.0,71.0,test,stroop,71,"89,71,82",504,blue,green,,106265,stim,47.0,poldrack-single-stim,512
91,congruent,1.0,71.0,test,stroop,71,"89,71,82",473,blue,blue,,108538,stim,48.0,poldrack-single-stim,512
92,incongruent,1.0,71.0,test,stroop,71,"89,71,82",515,blue,green,,110539,stim,49.0,poldrack-single-stim,512
93,congruent,1.0,89.0,test,stroop,89,"89,71,82",597,red,red,,112949,stim,50.0,poldrack-single-stim,512
94,congruent,1.0,82.0,test,stroop,82,"89,71,82",474,green,green,,114950,stim,51.0,poldrack-single-stim,512
95,congruent,1.0,71.0,test,stroop,71,"89,71,82",576,blue,blue,,117088,stim,52.0,poldrack-single-stim,512
96,congruent,1.0,82.0,test,stroop,82,"89,71,82",527,green,green,,119091,stim,53.0,poldrack-single-stim,512
97,congruent,1.0,71.0,test,stroop,71,"89,71,82",539,blue,blue,,121093,stim,54.0,poldrack-single-stim,512
98,incongruent,1.0,82.0,test,stroop,82,"89,71,82",545,green,red,,123095,stim,55.0,poldrack-single-stim,512
99,congruent,1.0,71.0,test,stroop,71,"89,71,82",579,blue,blue,,125369,stim,56.0,poldrack-single-stim,512
100,incongruent,1.0,71.0,test,stroop,71,"89,71,82",431,blue,red,,127371,stim,57.0,poldrack-single-stim,512
101,incongruent,1.0,82.0,test,stroop,82,"89,71,82",515,green,red,,129645,stim,58.0,poldrack-single-stim,512
102,incongruent,1.0,82.0,test,stroop,82,"89,71,82",554,green,red,,131919,stim,59.0,poldrack-single-stim,512
103,incongruent,1.0,89.0,test,stroop,89,"89,71,82",651,red,green,,133920,stim,60.0,poldrack-single-stim,512
104,congruent,1.0,71.0,test,stroop,71,"89,71,82",604,blue,blue,,136602,stim,61.0,poldrack-single-stim,512
105,incongruent,1.0,82.0,test,stroop,82,"89,71,82",413,green,blue,,138603,stim,62.0,poldrack-single-stim,512
106,congruent,0.0,89.0,test,stroop,71,"89,71,82",484,red,red,,140877,stim,63.0,poldrack-single-stim,512
107,congruent,1.0,89.0,test,stroop,89,"89,71,82",431,red,red,,142878,stim,64.0,poldrack-single-stim,512
108,congruent,1.0,89.0,test,stroop,89,"89,71,82",409,red,red,,144880,stim,65.0,poldrack-single-stim,512
109,incongruent,1.0,89.0,test,stroop,89,"89,71,82",329,red,blue,,147154,stim,66.0,poldrack-single-stim,512
110,congruent,1.0,82.0,test,stroop,82,"89,71,82",711,green,green,,149292,stim,67.0,poldrack-single-stim,512
111,congruent,1.0,82.0,test,stroop,82,"89,71,82",500,green,green,,151839,stim,68.0,poldrack-single-stim,512
112,incongruent,1.0,71.0,test,stroop,71,"89,71,82",699,blue,green,,154250,stim,69.0,poldrack-single-stim,512
113,incongruent,1.0,71.0,test,stroop,71,"89,71,82",491,blue,green,,156252,stim,70.0,poldrack-single-stim,512
114,incongruent,1.0,71.0,test,stroop,71,"89,71,82",501,blue,green,,158253,stim,71.0,poldrack-single-stim,512
115,incongruent,1.0,89.0,test,stroop,89,"89,71,82",503,red,blue,,160255,stim,72.0,poldrack-single-stim,512
116,congruent,1.0,82.0,test,stroop,82,"89,71,82",513,green,green,,162801,stim,73.0,poldrack-single-stim,512
117,congruent,1.0,71.0,test,stroop,71,"89,71,82",532,blue,blue,,164938,stim,74.0,poldrack-single-stim,512
118,congruent,1.0,71.0,test,stroop,71,"89,71,82",373,blue,blue,,166939,stim,75.0,poldrack-single-stim,512
119,congruent,1.0,71.0,test,stroop,71,"89,71,82",367,blue,blue,,168941,stim,76.0,poldrack-single-stim,512
120,congruent,1.0,82.0,test,stroop,82,"89,71,82",629,green,green,,171214,stim,77.0,poldrack-single-stim,512
121,incongruent,1.0,82.0,test,stroop,82,"89,71,82",553,green,red,,173216,stim,78.0,poldrack-single-stim,512
122,congruent,1.0,71.0,test,stroop,71,"89,71,82",547,blue,blue,,175219,stim,79.0,poldrack-single-stim,512
123,incongruent,1.0,89.0,test,stroop,89,"89,71,82",534,red,blue,,177357,stim,80.0,poldrack-single-stim,512
124,incongruent,1.0,82.0,test,stroop,82,"89,71,82",565,green,blue,,179358,stim,81.0,poldrack-single-stim,512
125,incongruent,1.0,89.0,test,stroop,89,"89,71,82",502,red,blue,,181633,stim,82.0,poldrack-single-stim,512
126,congruent,1.0,82.0,test,stroop,82,"89,71,82",523,green,green,,183771,stim,83.0,poldrack-single-stim,512
127,incongruent,1.0,71.0,test,stroop,71,"89,71,82",583,blue,red,,186180,stim,84.0,poldrack-single-stim,512
128,congruent,1.0,71.0,test,stroop,71,"89,71,82",372,blue,blue,,188182,stim,85.0,poldrack-single-stim,512
129,congruent,1.0,89.0,test,stroop,89,"89,71,82",478,red,red,,190184,stim,86.0,poldrack-single-stim,512
130,incongruent,1.0,71.0,test,stroop,71,"89,71,82",475,blue,red,,193002,stim,87.0,poldrack-single-stim,512
131,incongruent,1.0,89.0,test,stroop,89,"89,71,82",582,red,green,,195005,stim,88.0,poldrack-single-stim,512
132,incongruent,1.0,71.0,test,stroop,71,"89,71,82",515,blue,red,,197007,stim,89.0,poldrack-single-stim,512
133,congruent,1.0,82.0,test,stroop,82,"89,71,82",393,green,green,,199145,stim,90.0,poldrack-single-stim,512
134,congruent,1.0,82.0,test,stroop,82,"89,71,82",431,green,green,,201147,stim,91.0,poldrack-single-stim,512
135,incongruent,1.0,71.0,test,stroop,71,"89,71,82",541,blue,green,,203150,stim,92.0,poldrack-single-stim,512
136,congruent,1.0,89.0,test,stroop,89,"89,71,82",639,red,red,,205151,stim,93.0,poldrack-single-stim,512
137,incongruent,1.0,89.0,test,stroop,89,"89,71,82",560,red,blue,,207153,stim,94.0,poldrack-single-stim,512
138,congruent,1.0,82.0,test,stroop,82,"89,71,82",575,green,green,,209154,stim,95.0,poldrack-single-stim,512
5,incongruent,0.0,82.0,practice,stroop,-1,"89,71,82",-1,green,blue,,-106829,stim,1.0,poldrack-categorize,s513
7,incongruent,1.0,82.0,practice,stroop,82,"89,71,82",775,green,red,,-104573,stim,2.0,poldrack-categorize,s513
9,congruent,1.0,89.0,practice,stroop,89,"89,71,82",877,red,red,,-102318,stim,3.0,poldrack-categorize,s513
11,incongruent,1.0,89.0,practice,stroop,89,"89,71,82",788,red,blue,,-100063,stim,4.0,poldrack-categorize,s513
13,incongruent,1.0,71.0,practice,stroop,71,"89,71,82",833,blue,red,,-97808,stim,5.0,poldrack-categorize,s513
15,incongruent,1.0,89.0,practice,stroop,89,"89,71,82",840,red,green,,-95553,stim,6.0,poldrack-categorize,s513
17,congruent,1.0,71.0,practice,stroop,71,"89,71,82",673,blue,blue,,-93298,stim,7.0,poldrack-categorize,s513
19,incongruent,1.0,71.0,practice,stroop,71,"89,71,82",661,blue,green,,-91043,stim,8.0,poldrack-categorize,s513
21,congruent,1.0,82.0,practice,stroop,82,"89,71,82",773,green,green,,-88789,stim,9.0,poldrack-categorize,s513
43,incongruent,1.0,89.0,test,stroop,89,"89,71,82",745,red,blue,,5506,stim,0.0,poldrack-single-stim,s513
44,congruent,1.0,82.0,test,stroop,82,"89,71,82",969,green,green,,8054,stim,1.0,poldrack-single-stim,s513
45,congruent,1.0,71.0,test,stroop,71,"89,71,82",497,blue,blue,,10192,stim,2.0,poldrack-single-stim,s513
46,congruent,1.0,89.0,test,stroop,89,"89,71,82",504,red,red,,12194,stim,3.0,poldrack-single-stim,s513
47,congruent,1.0,71.0,test,stroop,71,"89,71,82",388,blue,blue,,14196,stim,4.0,poldrack-single-stim,s513
48,congruent,1.0,89.0,test,stroop,89,"89,71,82",639,red,red,,16470,stim,5.0,poldrack-single-stim,s513
49,incongruent,1.0,82.0,test,stroop,82,"89,71,82",571,green,blue,,18472,stim,6.0,poldrack-single-stim,s513
50,congruent,1.0,71.0,test,stroop,71,"89,71,82",614,blue,blue,,20475,stim,7.0,poldrack-single-stim,s513
51,incongruent,1.0,89.0,test,stroop,89,"89,71,82",329,red,green,,22613,stim,8.0,poldrack-single-stim,s513
52,incongruent,1.0,71.0,test,stroop,71,"89,71,82",379,blue,red,,24615,stim,9.0,poldrack-single-stim,s513
53,incongruent,1.0,89.0,test,stroop,89,"89,71,82",559,red,blue,,26889,stim,10.0,poldrack-single-stim,s513
54,congruent,0.0,89.0,test,stroop,71,"89,71,82",482,red,red,,29027,stim,11.0,poldrack-single-stim,s513
55,incongruent,1.0,82.0,test,stroop,82,"89,71,82",712,green,blue,,31437,stim,12.0,poldrack-single-stim,s513
56,congruent,1.0,89.0,test,stroop,89,"89,71,82",861,red,red,,33439,stim,13.0,poldrack-single-stim,s513
57,congruent,1.0,89.0,test,stroop,89,"89,71,82",699,red,red,,35441,stim,14.0,poldrack-single-stim,s513
58,incongruent,1.0,71.0,test,stroop,71,"89,71,82",685,blue,red,,38259,stim,15.0,poldrack-single-stim,s513
59,incongruent,1.0,89.0,test,stroop,89,"89,71,82",1434,red,blue,,40261,stim,16.0,poldrack-single-stim,s513
60,incongruent,1.0,71.0,test,stroop,71,"89,71,82",780,blue,green,,42263,stim,17.0,poldrack-single-stim,s513
61,congruent,1.0,82.0,test,stroop,82,"89,71,82",635,green,green,,44402,stim,18.0,poldrack-single-stim,s513
62,congruent,1.0,89.0,test,stroop,89,"89,71,82",699,red,red,,46404,stim,19.0,poldrack-single-stim,s513
63,incongruent,1.0,71.0,test,stroop,71,"89,71,82",388,blue,red,,48406,stim,20.0,poldrack-single-stim,s513
64,congruent,1.0,71.0,test,stroop,71,"89,71,82",667,blue,blue,,50408,stim,21.0,poldrack-single-stim,s513
65,incongruent,1.0,89.0,test,stroop,89,"89,71,82",676,red,green,,52411,stim,22.0,poldrack-single-stim,s513
66,congruent,1.0,82.0,test,stroop,82,"89,71,82",730,green,green,,54413,stim,23.0,poldrack-single-stim,s513
67,incongruent,1.0,71.0,test,stroop,71,"89,71,82",466,blue,red,,56415,stim,24.0,poldrack-single-stim,s513
68,congruent,1.0,89.0,test,stroop,89,"89,71,82",465,red,red,,58417,stim,25.0,poldrack-single-stim,s513
69,incongruent,1.0,71.0,test,stroop,71,"89,71,82",789,blue,green,,60692,stim,26.0,poldrack-single-stim,s513
70,incongruent,1.0,89.0,test,stroop,89,"89,71,82",709,red,blue,,62694,stim,27.0,poldrack-single-stim,s513
71,congruent,1.0,82.0,test,stroop,82,"89,71,82",722,green,green,,64833,stim,28.0,poldrack-single-stim,s513
72,congruent,1.0,82.0,test,stroop,82,"89,71,82",670,green,green,,66835,stim,29.0,poldrack-single-stim,s513
73,congruent,1.0,71.0,test,stroop,71,"89,71,82",645,blue,blue,,68973,stim,30.0,poldrack-single-stim,s513
74,congruent,1.0,89.0,test,stroop,89,"89,71,82",678,red,red,,70975,stim,31.0,poldrack-single-stim,s513
75,congruent,1.0,89.0,test,stroop,89,"89,71,82",601,red,red,,72977,stim,32.0,poldrack-single-stim,s513
76,incongruent,1.0,89.0,test,stroop,89,"89,71,82",681,red,blue,,74980,stim,33.0,poldrack-single-stim,s513
77,incongruent,1.0,82.0,test,stroop,82,"89,71,82",743,green,red,,77255,stim,34.0,poldrack-single-stim,s513
78,incongruent,1.0,82.0,test,stroop,82,"89,71,82",739,green,blue,,79258,stim,35.0,poldrack-single-stim,s513
79,incongruent,1.0,82.0,test,stroop,82,"89,71,82",591,green,red,,81396,stim,36.0,poldrack-single-stim,s513
80,congruent,1.0,89.0,test,stroop,89,"89,71,82",617,red,red,,83806,stim,37.0,poldrack-single-stim,s513
81,incongruent,1.0,82.0,test,stroop,82,"89,71,82",694,green,red,,86080,stim,38.0,poldrack-single-stim,s513
82,congruent,1.0,71.0,test,stroop,71,"89,71,82",777,blue,blue,,88762,stim,39.0,poldrack-single-stim,s513
83,congruent,1.0,82.0,test,stroop,82,"89,71,82",699,green,green,,90765,stim,40.0,poldrack-single-stim,s513
84,congruent,1.0,89.0,test,stroop,89,"89,71,82",651,red,red,,93175,stim,41.0,poldrack-single-stim,s513
